"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.930209352E0,-5.605954528E-1,3.793931007E-2,1.773442268E0
6.948033388E0,-2.387710661E-2,5.650339127E-1,8.921709061E-1
6.965855898E0,1.545157731E-1,1.282000542E-2,3.591835976E0
6.983682009E0,-8.879738450E-1,-1.937472701E0,3.980690956E0
7.001504091E0,-1.199998379E0,-2.355309010E0,3.657444954E0
7.019323915E0,-1.589515328E0,-1.956795692E0,1.309748650E0
7.037151552E0,-1.847472429E0,-1.607569933E0,-4.987564087E-1
7.054975465E0,-1.592832088E0,-1.281548262E0,-8.733625412E-1
7.072798769E0,-1.177495241E0,-1.359362125E0,-3.424835205E-2
7.090622438E0,-8.144989014E-1,-1.585627556E0,5.944356918E-1
7.108441347E0,-4.126341045E-1,-1.814541340E0,8.266124725E-1
7.126270692E0,2.100014687E-2,-1.968956232E0,1.056196213E0
7.144081789E0,4.565393925E-1,-1.823766232E0,5.300273895E-1
7.161917116E0,6.333552599E-1,-1.438764334E0,-7.407026291E-1
7.179740541E0,7.571632862E-1,-9.757952690E-1,-1.861650467E0
7.197563784E0,6.059520245E-1,-4.975404739E-1,-3.039246559E0
7.215389223E0,2.843607664E-1,-2.167837620E-1,-3.788038254E0
7.233211855E0,-1.643668562E-1,-1.970865726E-1,-4.052498817E0
7.251035585E0,-4.406169057E-1,-3.506858349E-1,-3.652031898E0
7.268858217E0,-5.929017067E-1,-6.544358730E-1,-2.512127876E0
7.286683657E0,-9.091576934E-1,-1.008183956E0,-1.476130962E0
7.304506410E0,-1.008070946E0,-1.053681135E0,-1.035251617E0
7.322326356E0,-9.325948358E-1,-7.191588879E-1,-4.535608292E-1
7.340154054E0,-1.095488071E0,-4.552457333E-1,-2.945690155E-1
7.357974612E0,-1.078714967E0,6.266570091E-2,-2.725830078E-1
7.375803957E0,-8.787248135E-1,4.098823071E-1,8.772945404E-2
7.393624940E0,-5.372713804E-1,6.524090767E-1,1.058768272E0
7.411444154E0,-3.070702851E-1,5.584926605E-1,2.157304764E0
7.429270814E0,-1.452435255E-1,4.636492729E-1,2.561277390E0
7.447097109E0,-1.181582510E-1,3.284263611E-1,2.936072350E0
7.464919313E0,-8.596721292E-2,1.728470325E-1,2.653550148E0
7.482731630E0,5.830138922E-3,3.150410652E-1,2.882144928E0
7.500566286E0,-7.275966406E-1,5.981328487E-1,2.077855110E0
7.518387758E0,-1.731100380E-1,5.240147114E-1,6.603860855E-1
7.536216799E0,1.464520097E0,2.876803875E-1,2.243255615E0
7.554038087E0,1.493800879E0,-1.874308109E0,5.107263565E0
7.571859804E0,6.867582798E-1,-3.749945879E0,6.324027061E0
7.589681459E0,1.885471940E-1,-3.437958479E0,3.459748268E0
7.607508546E0,4.763932228E-1,-2.220233202E0,6.450996399E-1
7.625328309E0,6.085475683E-1,-1.943144560E0,-3.293590546E-1
7.643151003E0,7.750761509E-1,-1.749222517E0,-3.780155182E-1
7.660978273E0,1.042064309E0,-1.218120813E0,-6.113348007E-1
7.678804323E0,1.191754341E0,-5.638394356E-1,-9.762744904E-1
7.696627077E0,8.243178129E-1,-4.098455906E-1,-1.136589050E0
7.714450319E0,-5.235660076E-2,-7.529506683E-1,-1.952148438E0
7.732275087E0,-4.684494734E-1,-7.838289738E-1,-2.521288872E0
7.750097841E0,-6.218801737E-1,-8.066735268E-1,-2.858734608E0
7.767921815E0,-6.046149731E-1,-9.214484692E-1,-2.374691963E0
7.785744753E0,-5.784595013E-1,-1.095674276E0,-1.963057995E0
7.803568788E0,-3.391292989E-1,-1.080656052E0,-2.056572437E0
7.821392213E0,1.916885376E-2,-9.339821339E-1,-1.915327072E0
7.839216310E0,3.024469912E-1,-8.013987541E-1,-2.110868454E0
7.857039369E0,6.496599317E-1,-8.016002178E-1,-1.467643261E0
7.874857484E0,7.035363317E-1,-9.751069546E-1,-8.008623123E-1
7.892688051E0,6.395657659E-1,-9.677436352E-1,-6.120977402E-1
7.910510989E0,7.226461768E-1,-3.655886650E-1,-9.715309143E-1
7.928330202E0,7.478331327E-1,2.649085522E-1,-8.045034409E-1
7.946157838E0,6.808460951E-1,7.927842140E-1,-7.942733765E-1
7.963980409E0,5.628392696E-1,1.214693785E0,-1.657743454E-1
7.981806581E0,3.843777180E-1,1.245571852E0,7.398824692E-1
7.999625856E0,1.727228165E-1,7.892634869E-1,1.856700897E0
8.017452516E0,6.102169305E-2,8.899950981E-2,2.715667725E0
8.035276857E0,1.853888631E-1,-4.004733562E-1,3.628761292E0
8.053099977E0,-2.373212576E-2,-2.920145988E-1,3.848219872E0
8.070923280E0,-8.379518986E-1,1.210548878E0,2.104602814E0
8.088747255E0,-2.040330917E-1,1.856607199E0,5.673923492E-1
8.106565797E0,9.941657782E-1,8.920915127E-1,3.891942024E0
8.124394716E0,2.371848673E-1,-1.997234583E0,6.811203957E0
8.142217653E0,-1.226234555E0,-3.219064474E0,5.556626320E0
8.160041689E0,-1.530202150E0,-1.926280737E0,1.423393250E0
8.177864198E0,-2.018135071E0,-1.201922178E0,-1.613497257E0
8.195689149E0,-2.282757282E0,-1.193045378E0,-2.617130280E0
8.213513735E0,-1.775958776E0,-1.539467096E0,-1.225617409E0
8.231332704E0,-1.219231367E0,-1.906379938E0,-1.035957336E-1
8.249159853E0,-9.283832908E-1,-2.094471931E0,-6.853961945E-2
8.266983583E0,-4.335549176E-1,-2.015668631E0,2.693948746E-1
8.284806764E0,-2.103593200E-1,-1.961725712E0,-4.091453552E-2
8.302630495E0,-1.119478345E-1,-1.799326897E0,-7.033138275E-1
8.320454469E0,1.200360656E-1,-1.337411642E0,-1.323123932E0
8.338281495E0,2.971335053E-1,-9.248521328E-1,-2.138597012E0
8.356101198E0,5.178415775E-1,-2.993671894E-1,-2.786234856E0
8.373923646E0,4.670892656E-1,8.648657799E-2,-3.231528759E0
8.391750368E0,1.637309492E-1,-1.585149765E-2,-2.881205559E0
8.409568483E0,-2.273577601E-1,-2.575459480E-1,-2.499202251E0
8.427394655E0,-5.079467893E-1,-5.829052925E-1,-1.591059685E0
8.445220216E0,-5.075528026E-1,-6.901812553E-1,-8.246307373E-1
8.463044253E0,-2.198695689E-1,-3.884832859E-1,-4.690818787E-1
8.480866274E0,-1.299456060E-1,-2.438926697E-2,-2.156000137E-1
8.498691164E0,-2.257361561E-1,1.654601097E-2,2.316293716E-1
8.516514345E0,-3.287704587E-1,2.676835060E-1,2.273168564E-1
8.534334291E0,-4.017303884E-1,5.021679401E-1,1.896057129E-1
8.552161867E0,-2.520861626E-1,5.821602345E-1,6.240139008E-1
8.569984743E0,1.186724305E-1,4.586334229E-1,1.857564926E0
8.587808961E0,4.131317735E-1,3.193404675E-1,2.703306198E0
8.605632021E0,3.793962002E-1,-1.928308010E-1,3.348126411E0
8.623456544E0,-1.037486196E-1,-5.851125717E-2,3.366253853E0
8.641274782E0,-3.208941221E-2,2.009720802E-1,1.698018074E0
8.659102907E0,8.431898952E-1,-1.739599705E-1,2.369802475E0
8.676926942E0,1.473823547E0,-1.214890718E0,4.224395752E0
8.694750612E0,1.133577824E0,-2.612008333E0,4.990005493E0
8.712573671E0,1.126003027E0,-2.481350660E0,3.820017815E0
8.730397585E0,1.300988674E0,-1.715636253E0,1.014742851E0
8.748221376E0,1.602569342E0,-1.481691122E0,-5.250272751E-1
8.766045289E0,2.209068298E0,-1.069124937E0,-8.259840012E-1
8.783867312E0,2.291379690E0,-8.080499172E-1,-6.289424896E-1
8.801693361E0,2.009902239E0,-5.592947006E-1,-5.998516083E-1
8.819510805E0,1.572196245E0,-4.041433334E-1,-7.957553864E-1
8.837335695E0,9.131972790E-1,-7.182376385E-1,-8.184051514E-1
8.855161806E0,2.198308110E-1,-1.031216383E0,-1.504007816E0
8.872987673E0,-2.238960862E-1,-1.234182835E0,-2.071588039E0
8.890810365E0,-3.271980584E-1,-1.187700987E0,-2.639806271E0
8.908633852E0,-2.148793042E-1,-9.681260586E-1,-3.031777382E0
8.926457338E0,7.731467485E-3,-8.237068653E-1,-3.206009388E0
8.944284792E0,1.665847301E-1,-8.077659607E-1,-3.074148655E0
8.962103761E0,1.768241227E-1,-9.141845703E-1,-2.813198090E0
8.979929567E0,1.821374297E-1,-8.437633514E-1,-2.786692619E0
8.997751833E0,2.360632420E-1,-8.988094330E-1,-2.403185368E0
9.015575319E0,4.309266508E-1,-7.615289688E-1,-1.654937744E0
9.033399171E0,5.357895494E-1,-2.894668579E-1,-8.316812515E-1
9.051223024E0,3.950113654E-1,1.133456230E-1,-3.561973572E-1
9.069046083E0,5.153943896E-1,7.186267376E-1,2.908153534E-1
9.086869021E0,3.826007545E-1,8.702762127E-1,1.028246880E0
9.104694460E0,6.405207515E-2,8.064727783E-1,1.607897758E0
9.122510683E0,-1.783120260E-2,6.068413258E-1,2.387453079E0
9.140336305E0,-1.406355053E-1,4.796266556E-3,3.078354836E0
9.158165224E0,-4.982085526E-2,-5.185520649E-1,3.679918289E0
9.175987124E0,-2.157250196E-1,1.253075600E-1,3.640213013E0
9.193811952E0,-6.999025941E-1,1.607055664E0,1.505785942E0
9.211634706E0,1.821709573E-1,1.868143797E0,9.267444611E-1
9.229459108E0,1.043543100E0,1.751627922E-1,4.381276131E0
9.247286073E0,1.891211420E-1,-2.546051264E0,7.111351967E0
9.265105166E0,-8.690841794E-1,-3.604225636E0,5.920896530E0
9.282930483E0,-9.989932775E-1,-2.014268398E0,1.804289818E0
9.300752870E0,-1.428771138E0,-1.237375259E0,-1.330230713E0
9.318576845E0,-1.824724674E0,-1.059680939E0,-2.787107944E0
9.336400514E0,-1.686098576E0,-1.347852945E0,-1.927543640E0
9.354223818E0,-1.208098173E0,-1.776038885E0,-8.464527130E-1
9.372047548E0,-6.741294861E-1,-2.043684244E0,-3.221006393E-1
9.389870180E0,-1.718830317E-1,-2.241896629E0,-7.791614532E-2
9.407691408E0,1.978145540E-1,-2.286671162E0,-5.801486969E-2
9.425518129E0,3.602777719E-1,-2.169223547E0,-3.936271667E-1
9.443349062E0,3.473271430E-1,-1.733898759E0,-1.317363739E0
9.461165102E0,3.319196403E-1,-1.090107918E0,-2.225276470E0
9.478989503E0,3.278351426E-1,-4.706418514E-1,-2.857977867E0
9.496812502E0,2.101880312E-1,-2.498316765E-2,-3.259921551E0
9.514635988E0,-5.875506252E-2,-5.318927765E-2,-3.214987278E0
9.532459901E0,-4.233162999E-1,-4.084460735E-1,-2.219541550E0
9.550287782E0,-5.664486885E-1,-5.315926075E-1,-1.727581978E0
9.568106569E0,-4.493984878E-1,-2.540936470E-1,-1.547964573E0
9.585930544E0,-3.679439127E-1,-3.455162048E-3,-1.051688194E0
9.603754274E0,-3.618966639E-1,1.537792683E-1,-3.602666855E-1
9.621577760E0,-4.394068718E-1,3.497343063E-1,-8.662033081E-2
9.639396425E0,-4.122352004E-1,6.383469105E-1,-5.294895172E-2
9.657224733E0,-2.515843809E-1,8.641307354E-1,2.876930237E-1
9.675047304E0,-9.445145726E-2,8.886363506E-1,1.403790474E0
9.692872743E0,1.641597450E-1,8.962824345E-1,2.330687523E0
9.710696413E0,3.539192677E-1,7.564976215E-1,2.769034386E0
9.728517946E0,3.673616052E-1,4.476394653E-1,2.830322266E0
9.746349977E0,2.965205312E-1,1.460981369E-1,2.580125809E0
9.764166688E0,-1.466874182E-1,6.729302406E-1,2.433216095E0
9.781989626E0,1.017702520E-1,8.858988285E-1,6.980819702E-1
9.799813539E0,1.725489020E0,8.205778599E-1,6.774559021E-1
9.817636904E0,2.553625107E0,-1.333533287E0,5.290182114E0
9.835461183E0,1.285678864E0,-4.246951103E0,8.390998840E0
9.853286684E0,4.898640513E-1,-4.209175110E0,4.973078728E0
9.871107912E0,1.036916018E0,-2.329869032E0,1.437432289E0
9.888931215E0,9.704076052E-1,-1.694491148E0,-8.625240326E-1
9.906755067E0,1.113623619E0,-1.391739130E0,-1.519529343E0
9.924578432E0,1.493097782E0,-9.327311516E-1,-1.219892502E0
9.942397401E0,1.570399642E0,-6.136734486E-1,-9.576644897E-1
9.960224551E0,1.448915243E0,-3.242852688E-1,-1.268476486E0
9.978050661E0,7.642399073E-1,-4.627327919E-1,-2.047239304E0
9.995871522E0,1.189726591E-2,-7.338182926E-1,-2.669191360E0
1.001369757E1,-5.018055439E-1,-1.055738211E0,-2.768318653E0
1.003151996E1,-7.989755273E-1,-1.324468374E0,-2.957658768E0
1.004934003E1,-7.466645241E-1,-1.264208317E0,-3.024562359E0
1.006716687E1,-4.600292444E-1,-1.143993139E0,-2.922760963E0
1.008499060E1,-3.747044504E-2,-1.027638197E0,-2.259101391E0
1.010281427E1,-3.150631487E-2,-1.273112059E0,-1.786123276E0
1.012063770E1,1.541945189E-1,-1.150007010E0,-1.619912624E0
1.013846076E1,4.936035573E-1,-6.502544880E-1,-1.660562992E0
1.015628681E1,5.464562774E-1,-5.358655453E-1,-1.107153893E0
1.017410065E1,6.501289606E-1,-9.653496742E-2,-4.832410812E-1
1.019193415E1,6.064264178E-1,3.968286514E-1,-2.235269547E-1
1.020975641E1,3.845241070E-1,8.308360577E-1,8.541584015E-2
1.022757898E1,2.851296961E-1,1.191433668E0,4.655857086E-1
1.024540277E1,3.112306893E-1,1.494578123E0,1.219109535E0
1.026322540E1,1.284083575E-1,1.147054911E0,1.937005043E0
1.028105048E1,-1.066988409E-1,3.642370701E-1,2.329016685E0
1.029887219E1,8.857575059E-2,-4.379091263E-1,3.445763588E0
1.031668628E1,-7.467086613E-2,-2.269818783E-1,4.244540215E0
1.033452057E1,-8.405088186E-1,1.227757931E0,1.814396858E0
1.035234863E1,1.456833780E-1,2.062259912E0,4.241542816E-1
1.037016748E1,1.144346833E0,8.032202721E-1,3.674988747E0
1.038799109E1,6.332334876E-1,-1.807866096E0,6.695385933E0
1.040581043E1,-6.504664421E-1,-3.124775887E0,6.013800621E0
1.042363788E1,-1.161417842E0,-1.939520717E0,1.686740875E0
1.044146179E1,-1.604704738E0,-1.159648657E0,-1.451647758E0
1.045928601E1,-2.141209126E0,-1.260354757E0,-2.465593338E0
1.047710913E1,-1.961478233E0,-1.764372826E0,-1.101926804E0
1.049493073E1,-1.385515809E0,-2.217176914E0,1.835155487E-2
1.051275720E1,-7.337641716E-1,-2.472084284E0,5.519828796E-1
1.053057953E1,-2.677437961E-1,-2.681931734E0,5.636911392E-1
1.054840344E1,-3.696610406E-2,-2.559038162E0,1.116847992E-1
1.056622650E1,8.905556798E-2,-2.081318378E0,-1.159243584E0
1.058405011E1,8.102454245E-2,-1.438446760E0,-2.352578640E0
1.060187274E1,5.441249534E-2,-7.944586277E-1,-3.327899933E0
1.061969446E1,-5.202117935E-2,-2.767744064E-1,-4.168497086E0
1.063751605E1,-1.069254950E-1,-3.743481636E-2,-4.073024750E0
1.065534870E1,-2.396574020E-1,-2.702634335E-1,-2.814343452E0
1.067316791E1,-5.037810802E-1,-5.611133575E-1,-1.992600441E0
1.069099164E1,-7.245968580E-1,-5.364813805E-1,-1.781203270E0
1.070881464E1,-6.333233118E-1,-1.847832203E-1,-1.925301075E0
1.072663727E1,-3.467670083E-1,3.269715309E-1,-1.439840317E0
1.074446326E1,-4.687590003E-1,2.831590176E-1,-3.184928894E-1
1.076228607E1,-5.259822011E-1,4.535541534E-1,6.468725204E-1
1.078010870E1,-5.820957422E-1,8.596003056E-1,2.132520676E-1
1.079793189E1,-4.038296640E-1,1.293129921E0,3.094100952E-2
1.081575733E1,-2.495083511E-1,1.061215162E0,1.378184319E0
1.083358026E1,-1.334567070E-1,7.317168713E-1,2.641201019E0
1.085140320E1,3.903082013E-2,6.337537766E-1,3.162096024E0
1.086922669E1,2.516204119E-2,3.932805061E-1,2.830191612E0
1.088705048E1,-1.410532892E-1,3.938946724E-1,2.958773613E0
1.090487311E1,-4.682127535E-1,7.456994057E-1,2.362457275E0
1.092268622E1,4.287845492E-1,6.970052719E-1,1.749320030E0
1.094051624E1,1.917867541E0,4.322512150E-1,3.456825256E0
1.095834626E1,1.945965886E0,-1.173470020E0,5.627829552E0
1.097617114E1,1.128110409E0,-2.213442802E0,5.052707672E0
1.099399140E1,6.732124686E-1,-1.819068313E0,2.109914780E0
1.101181513E1,1.439690590E-1,-1.564109802E0,-3.440446854E-1
1.102965241E1,1.732176542E-2,-1.684814692E0,-1.807421684E0
1.104746253E1,9.008671641E-1,-1.461828470E0,-1.335802078E0
1.106528571E1,1.532560587E0,-1.431645870E0,-2.381076813E-1
1.108310932E1,1.785818815E0,-9.755818844E-1,1.220846176E-1
1.110093274E1,1.686433315E0,-5.127701759E-1,1.590185165E-1
1.111875397E1,9.966145158E-1,-2.566063404E-1,-9.072303772E-1
1.113657953E1,1.237769127E-1,-3.135898113E-1,-2.139375210E0
1.115440650E1,-3.683265150E-1,-4.921755791E-1,-2.826588631E0
1.117222223E1,-6.668693423E-1,-7.110686302E-1,-2.983778477E0
1.119005097E1,-7.009093761E-1,-9.389142990E-1,-2.934038162E0
1.120787262E1,-6.781531572E-1,-1.016181946E0,-2.702446461E0
1.122569892E1,-7.246904373E-1,-1.120350361E0,-2.655622959E0
1.124352136E1,-7.207070589E-1,-1.041587114E0,-3.121432781E0
1.126134900E1,-3.487856090E-1,-7.017390728E-1,-3.325485229E0
1.127916785E1,1.169301271E-1,-4.422056675E-1,-2.663214684E0
1.129699182E1,4.504905343E-1,-1.798269749E-1,-1.655023575E0
1.131481549E1,4.451319873E-1,-4.776477814E-2,-7.525396347E-1
1.133263904E1,5.052220821E-1,3.044309616E-1,-2.952470779E-1
1.135046192E1,4.105051160E-1,7.337846756E-1,-1.604766846E-1
1.136828552E1,7.007107139E-2,9.674963951E-1,4.800987244E-2
1.138610510E1,-1.523210555E-1,1.114446402E0,8.956499100E-1
1.140393311E1,-1.779078692E-1,9.964888096E-1,2.072136879E0
1.142175617E1,4.466776550E-2,6.199238300E-1,3.335898399E0
1.143957630E1,3.064748049E-1,3.189527988E-1,4.465091705E0
1.145740363E1,6.247317791E-1,4.918735027E-1,5.187870026E0
1.147522644E1,5.169410110E-1,1.141415358E0,5.045272827E0
1.149305030E1,-2.895899117E-1,2.960282803E0,2.716401100E0
1.151087433E1,-3.427262306E-1,3.496425152E0,-3.505973816E-1
1.152869867E1,-4.064674973E-1,1.030279160E0,1.425075531E0
1.154652161E1,-7.690055370E-1,-2.595691919E0,4.354096413E0
1.156434876E1,-1.742273569E0,-4.824539661E0,4.791720390E0
1.158216815E1,-2.260632753E0,-4.334156990E0,1.324318886E0
1.159999182E1,-1.931905866E0,-2.793202639E0,-1.534168720E0
1.161781568E1,-1.693012834E0,-2.020832062E0,-2.555477619E0
1.163563544E1,-1.140997052E0,-2.012260199E0,-1.131479263E0
1.165346558E1,-4.028405622E-2,-1.999187589E0,6.617813110E-1
1.167128552E1,1.206432104E0,-1.670051336E0,1.872063637E0
1.168910980E1,2.053010702E0,-1.129796267E0,1.535629272E0
1.170693262E1,2.034160137E0,-5.006899834E-1,-2.728328705E-1
1.172475653E1,1.610987663E0,-4.527640343E-2,-2.129371166E0
1.174257996E1,7.879813313E-1,2.306725979E-1,-3.900291443E0
1.176040369E1,5.599483848E-2,1.555714607E-1,-4.804004192E0
1.177822687E1,-4.372372925E-1,7.398462296E-2,-5.022727013E0
1.179605078E1,-6.898923516E-1,-1.739828587E-1,-4.217940807E0
1.181387317E1,-8.079144955E-1,-4.622735977E-1,-3.161553860E0
1.183169885E1,-9.505159855E-1,-7.286436558E-1,-2.110505104E0
1.184951624E1,-1.174296379E0,-1.039799452E0,-1.499803066E0
1.186734851E1,-1.156314135E0,-7.720305920E-1,-8.991470337E-1
1.188516724E1,-9.106436372E-1,3.502607346E-3,-5.060596466E-1
1.190299323E1,-5.067844391E-1,8.396482468E-1,-5.317411423E-1
1.192081519E1,-1.086428165E-1,1.410997868E0,1.110057831E-1
1.193863379E1,2.348024845E-1,1.437002659E0,2.098266602E0
1.195646228E1,4.625235796E-1,1.327397823E0,3.214913368E0
1.197428601E1,8.563079834E-1,1.288761377E0,3.979705811E0
1.199210901E1,8.722819090E-1,8.345692158E-1,4.161820412E0
1.200993268E1,5.543748140E-1,6.540935040E-1,3.717215538E0
1.202775635E1,-3.207517862E-1,8.245489597E-1,2.197396278E0
1.204557990E1,1.484368742E-1,3.726284504E-1,3.147268295E-1
1.206340326E1,1.400485396E0,-6.407163143E-1,2.621939659E0
1.208122693E1,7.854669094E-1,-3.724620581E0,5.887928009E0
1.209905042E1,-2.485904247E-1,-5.118700981E0,5.742456436E0
1.211687311E1,1.437560618E-1,-3.345193386E0,2.106453896E0
1.213469812E1,1.003131270E0,-1.732329130E0,-2.919816971E-1
1.215252094E1,1.822766423E0,-7.374854088E-1,-1.212942123E0
1.217033972E1,2.652370453E0,2.534890175E-2,-6.814460754E-1
1.218816815E1,2.834618092E0,4.311993122E-1,-4.211797714E-1
1.220599127E1,2.546756506E0,7.926182747E-1,-8.884763718E-1
1.222381500E1,1.637765408E0,5.197844505E-1,-1.414619446E0
1.224163819E1,2.984842360E-1,-4.036436081E-1,-1.861314774E0
1.225946100E1,-5.527271032E-1,-9.309899807E-1,-2.568548203E0
1.227728723E1,-1.010635376E0,-1.313441515E0,-3.033963680E0
1.229510797E1,-1.083261490E0,-1.482125759E0,-3.147843838E0
1.231293366E1,-1.023235321E0,-1.508869886E0,-2.789266586E0
1.233075617E1,-1.091977954E0,-1.548955441E0,-3.133385181E0
1.234857892E1,-7.349991798E-1,-1.209925890E0,-3.314221859E0
1.236640302E1,-1.595339775E-1,-7.830250263E-1,-3.209613323E0
1.238422638E1,4.457948208E-1,-3.569483757E-1,-2.480640888E0
1.240205029E1,8.771158457E-1,-2.566170692E-2,-1.364318848E0
1.241987183E1,9.808514714E-1,3.270063400E-1,-8.474750519E-1
1.243769794E1,1.269061327E0,9.692332745E-1,-5.852260590E-1
1.245552033E1,1.286720872E0,1.374040842E0,3.638973236E-1
1.247333954E1,7.837016582E-1,1.305177689E0,1.398856163E0
1.249116596E1,4.265573323E-1,1.395906925E0,2.050331116E0
1.250899194E1,6.736554205E-2,1.013058186E0,2.430690765E0
1.252681458E1,-3.607332110E-1,-1.086521149E-2,3.404477119E0
1.254463794E1,-3.354595304E-1,-7.020254135E-1,5.052933693E0
1.256246106E1,-4.841890335E-1,-1.779148579E-1,4.914646149E0
1.258028620E1,-7.563170195E-1,1.544289589E0,2.422868729E0
1.259810938E1,1.153505966E-1,2.541898966E0,9.254035950E-1
1.261593115E1,3.990188837E-1,8.280615807E-1,3.278337479E0
1.263375519E1,-6.515230536E-1,-2.119590998E0,5.317220688E0
1.265157910E1,-1.686010480E0,-3.068085194E0,3.963449478E0
1.266940216E1,-2.374312639E0,-2.179058075E0,2.344846725E-1
1.268722602E1,-2.556409359E0,-1.745519638E0,-1.751370907E0
1.270504285E1,-2.274073124E0,-1.915164113E0,-1.264597893E0
1.272287592E1,-1.362985253E0,-2.128217697E0,2.240581512E-1
1.274069702E1,-5.248469114E-1,-2.322561264E0,8.149900436E-1
1.275852020E1,2.881452739E-1,-2.451960087E0,1.479900360E0
1.277634937E1,9.753289819E-1,-2.251444578E0,1.206496239E0
1.279416553E1,1.170788050E0,-1.724487066E0,-4.129390717E-1
1.281199152E1,1.367579937E0,-9.039559364E-1,-2.171660900E0
1.282981397E1,1.202984452E0,-2.893075943E-1,-3.914709568E0
1.284763672E1,5.306245089E-1,-1.643261909E-1,-5.137636185E0
1.286546057E1,2.546161413E-3,-2.051787376E-1,-5.593402386E0
1.288328742E1,-2.002959847E-1,-1.892876625E-1,-4.935112953E0
1.290110761E1,-3.866800666E-1,-3.299612999E-1,-3.842107296E0
1.291893079E1,-7.410966754E-1,-6.645998955E-1,-2.994834900E0
1.293674982E1,-8.614686131E-1,-7.698636055E-1,-2.425397873E0
1.295457807E1,-6.535505652E-1,-3.902189732E-1,-1.924399853E0
1.297240174E1,-5.365706682E-1,2.405636311E-1,-6.922035217E-1
1.299022473E1,-9.100868702E-1,4.532372952E-1,2.021522522E-1
1.300804840E1,-7.432265282E-1,1.094946384E0,7.759733200E-1
1.302587085E1,-1.631642580E-1,1.719403982E0,1.786396980E0
1.304369684E1,1.208723187E-1,1.715580463E0,3.231328964E0
1.306151837E1,6.133216619E-1,1.713491917E0,4.570076942E0
1.307933881E1,8.920806050E-1,1.525307894E0,5.448311806E0
1.309716583E1,6.882892847E-1,1.182403803E0,4.164529800E0
1.311498969E1,1.891416311E-1,8.105504513E-1,3.318827629E0
1.313281250E1,-3.626129627E-1,8.342792988E-1,1.508978844E0
1.315063623E1,4.022338688E-1,7.455120087E-1,-2.392578125E-1
1.316845490E1,1.557891607E0,-6.376860142E-1,1.907279015E0
1.318628796E1,9.023295641E-1,-3.811972857E0,4.849773407E0
1.320410633E1,-4.094525874E-1,-5.405199051E0,4.759291649E0
1.322193006E1,-4.275548160E-1,-3.624416113E0,7.798881531E-1
1.323974964E1,4.096178412E-1,-1.820636511E0,-1.558299065E0
1.325757263E1,1.189866304E0,-9.331035614E-1,-1.885862350E0
1.327540149E1,1.876376390E0,-6.266546249E-1,-1.215906143E-1
1.329322406E1,2.131854296E0,-2.868280411E-1,1.026566505E0
1.331104736E1,2.196293354E0,2.425928116E-1,9.902362823E-1
1.332887012E1,1.809275389E0,5.182650089E-1,2.531929016E-1
1.334669507E1,7.528899312E-1,1.142024994E-1,-1.188270569E0
1.336451795E1,3.427791595E-2,-2.141902447E-1,-2.236871719E0
1.338233484E1,-3.354495168E-1,-4.802129269E-1,-3.028431892E0
1.340016498E1,-6.168444157E-1,-7.544252872E-1,-3.416165352E0
1.341798780E1,-6.301015615E-1,-8.469312191E-1,-3.551863194E0
1.343581183E1,-5.251414180E-1,-7.562911510E-1,-3.682169437E0
1.345363501E1,-6.196057796E-1,-1.008533239E0,-3.288089275E0
1.347145398E1,-5.868813992E-1,-9.930450916E-1,-3.168061733E0
1.348926947E1,-2.602664828E-1,-7.127866745E-1,-2.908044338E0
1.350710651E1,1.112794429E-1,-4.740486145E-1,-1.892781734E0
1.352491712E1,6.446238756E-1,-3.045678139E-2,-5.486268997E-1
1.354275226E1,1.081568837E0,6.324179173E-1,5.006189346E-1
1.356057556E1,8.745135069E-1,1.000076771E0,8.820772171E-1
