"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.208342959E2,3.844260693E0,-9.402084351E-2,3.249425888E-1
2.208521187E2,3.802822113E0,1.552121639E-1,1.048413277E0
2.208699377E2,3.175972223E0,6.617740393E-1,3.326883316E-1
2.208877565E2,1.723963737E0,2.773885727E-1,-8.098802567E-1
2.209055751E2,3.363676667E-1,-3.410127163E-1,-1.810846329E0
2.209233937E2,-5.672148466E-1,-6.922211647E-1,-3.030994892E0
2.209412076E2,-1.200874567E0,-1.004584074E0,-3.812584877E0
2.209590312E2,-1.451197386E0,-1.014155149E0,-4.382555485E0
2.209768490E2,-1.449806452E0,-9.636576176E-1,-4.850478649E0
2.209946693E2,-1.623332977E0,-1.042742491E0,-5.031674862E0
2.210124872E2,-1.642477393E0,-1.265002728E0,-5.240914345E0
2.210303012E2,-1.474742293E0,-1.372531772E0,-5.569582939E0
2.210481247E2,-6.710497141E-1,-1.268270016E0,-3.959958553E0
2.210659427E2,4.504067004E-1,-6.003992558E-1,-1.965920448E0
2.210837619E2,1.139781833E0,3.711885214E-1,-2.299327850E-1
2.211015804E2,1.623447418E0,1.601727724E0,1.074452400E0
2.211194025E2,1.294653416E0,2.430727720E0,9.062662125E-1
2.211372176E2,1.212233663E0,3.093081474E0,8.627376556E-1
2.211550355E2,7.566066980E-1,2.274718046E0,2.121748924E0
2.211728550E2,3.130662441E-2,8.502945900E-1,4.115906715E0
2.211906752E2,-1.253933460E-1,-1.988126040E-1,6.700367928E0
2.212084926E2,5.407202244E-2,7.829771042E-1,6.481127739E0
2.212263065E2,4.488316774E-1,3.549519539E0,2.537919044E0
2.212441300E2,1.845510900E-1,2.450016260E0,1.647750854E0
2.212619475E2,-2.255338132E-1,-1.421687841E0,5.824269295E0
2.212797681E2,-1.587453485E0,-4.262373447E0,7.072857857E0
2.212975858E2,-2.009500742E0,-3.545084476E0,3.181353569E0
2.213154045E2,-1.985822678E0,-1.949375272E0,-6.726627350E-1
2.213332236E2,-1.931825042E0,-9.729764462E-1,-2.285747528E0
2.213510416E2,-2.002883434E0,-1.198645592E0,-1.211679459E0
2.213688593E2,-1.569943905E0,-1.679075718E0,7.328376770E-1
2.213866805E2,-1.059921861E0,-2.267376423E0,1.875383377E0
2.214044982E2,-6.341235638E-1,-2.588690519E0,1.999090195E0
2.214223117E2,4.085312784E-2,-2.087290049E0,6.567630768E-1
2.214401351E2,8.535267115E-1,-1.145343542E0,-6.970376968E-1
2.214579539E2,1.367094874E0,-9.536850452E-2,-2.633403301E0
2.214757729E2,1.443469644E0,6.583256721E-1,-4.325502396E0
2.214935912E2,9.119316339E-1,6.920124292E-1,-5.743581772E0
2.215114100E2,2.648171186E-1,4.037569761E-1,-6.179661751E0
2.215292289E2,-1.966784894E-1,1.935362816E-3,-5.898377419E0
2.215470475E2,-6.940639019E-1,-4.427516460E-1,-5.078940392E0
2.215648644E2,-1.416137338E0,-1.101013422E0,-3.988900661E0
2.215826856E2,-1.572809219E0,-9.870855808E-1,-2.846166611E0
2.216005034E2,-1.777891874E0,-6.601642370E-1,-2.060947895E0
2.216183175E2,-1.508622646E0,2.958829403E-1,-1.347942352E0
2.216361403E2,-7.542955279E-1,1.481940866E0,-3.229761124E-1
2.216539562E2,4.810124636E-2,2.274408102E0,1.336395264E0
2.216717808E2,1.013548613E0,2.578819752E0,4.279204369E0
2.216895862E2,1.760740876E0,2.458086014E0,6.815596581E0
2.217074102E2,1.874129415E0,2.236721992E0,6.702678680E0
2.217252338E2,1.621107936E0,2.003484726E0,5.936518669E0
2.217430526E2,8.563203812E-1,2.115031719E0,4.226078987E0
2.217608706E2,7.999638319E-1,2.408025742E0,1.182020187E0
2.217786902E2,1.232640505E0,7.914710045E-1,9.442462921E-1
2.217965087E2,6.563119292E-1,-3.328333139E0,4.556310654E0
2.218143234E2,-9.037396908E-1,-6.274755478E0,5.880676270E0
2.218321462E2,-1.858937442E-1,-4.440077782E0,2.319164276E0
2.218499642E2,1.431908965E0,-1.720130444E0,-1.161060333E0
2.218677834E2,2.893379450E0,3.321204185E-1,-2.474164009E0
2.218856019E2,3.897423983E0,7.793123722E-1,-1.188193321E0
2.219034208E2,3.766283512E0,4.485687017E-1,1.211347580E-1
2.219212391E2,3.221791029E0,7.136237621E-1,8.719348907E-2
2.219390577E2,1.766288042E0,1.760064363E-1,-3.589982986E-1
2.219568755E2,-3.071546555E-3,-7.269375324E-1,-1.277071953E0
2.219746965E2,-1.046096325E0,-1.203969002E0,-2.334645748E0
2.219925138E2,-1.736883879E0,-1.550587177E0,-3.329939842E0
2.220103283E2,-1.859817982E0,-1.548458338E0,-3.873707771E0
2.220281503E2,-1.790625095E0,-1.412780643E0,-4.107561111E0
2.220459713E2,-1.689341068E0,-1.249631524E0,-4.676403999E0
2.220637885E2,-1.476314306E0,-1.123028994E0,-4.875659466E0
2.220816073E2,-1.423805833E0,-1.207602024E0,-4.418319225E0
2.220994257E2,-1.078031301E0,-9.653968811E-1,-4.472971916E0
2.221172450E2,-9.785986692E-2,5.730175972E-2,-3.513399601E0
2.221350616E2,7.377063632E-1,8.556733131E-1,-1.672143936E0
2.221528823E2,1.338336706E0,1.562807560E0,8.684310913E-1
2.221707015E2,1.314689636E0,2.013566494E0,2.239468575E0
2.221885195E2,1.072480083E0,2.339432240E0,2.665688515E0
2.222063336E2,3.279693723E-1,1.895868659E0,3.421196938E0
2.222241564E2,-3.925821781E-1,7.621186972E-1,4.730126381E0
2.222419703E2,-4.926052094E-1,-2.013838291E-2,5.311483383E0
2.222597939E2,-1.132910550E-1,2.366734743E-1,5.621815681E0
2.222776122E2,4.893224239E-1,2.738363028E0,3.870464325E0
2.222954310E2,1.001793027E0,3.655078888E0,1.801714897E0
2.223132497E2,2.885516882E-1,9.671139717E-1,3.958491325E0
2.223310674E2,-8.688803315E-1,-2.144689798E0,5.423697472E0
2.223488892E2,-1.954366207E0,-3.032141209E0,2.810355186E0
2.223667047E2,-2.421515226E0,-2.130741119E0,-3.707513809E-1
2.223845245E2,-2.731429100E0,-1.559314251E0,-2.478923321E0
2.224023481E2,-2.532608271E0,-1.555967569E0,-2.363228321E0
2.224201611E2,-1.534190774E0,-1.808844209E0,-4.582767487E-1
2.224379819E2,-5.424460173E-1,-2.282239676E0,1.321762085E0
2.224557974E2,3.263468742E-1,-2.659564734E0,2.377978325E0
2.224736132E2,1.042608738E0,-2.265141964E0,1.373361588E0
2.224914360E2,1.535932422E0,-1.354871988E0,-6.328907013E-1
2.225092549E2,1.702660322E0,-4.168219566E-1,-2.436850071E0
2.225270736E2,1.294621587E0,6.403160095E-2,-4.260885239E0
2.225448915E2,5.575912595E-1,1.164317131E-2,-5.447625160E0
2.225626986E2,4.376929998E-2,-6.298589706E-2,-5.768285275E0
2.225805307E2,-3.028238416E-1,-1.684391499E-1,-5.760254860E0
2.225983482E2,-5.941014290E-1,-3.685837984E-1,-4.986193657E0
2.226161671E2,-8.405630589E-1,-5.004547834E-1,-3.731407166E0
2.226339852E2,-1.167095304E0,-4.291150570E-1,-2.686364174E0
2.226518041E2,-1.066490293E0,4.840970039E-3,-1.867407322E0
2.226696196E2,-6.534605026E-1,7.985385656E-1,-1.015781403E0
2.226874418E2,-8.941484988E-2,1.557222724E0,-5.360212326E-1
2.227052599E2,8.161915541E-1,2.134547710E0,1.606579781E0
2.227230787E2,1.714273453E0,2.364009142E0,3.767744064E0
2.227408971E2,2.316657066E0,2.435727835E0,5.445157051E0
2.227587165E2,2.171138525E0,2.330953598E0,5.447413445E0
2.227765228E2,1.330233097E0,2.168173313E0,4.352481842E0
2.227943520E2,1.949883103E-1,2.231253147E0,3.447421074E0
2.228121730E2,8.085353374E-1,2.184277534E0,1.567765236E0
2.228299908E2,1.808356524E0,-1.520359516E-2,3.366435051E0
2.228478091E2,4.073040485E-1,-4.543288708E0,7.582962036E0
2.228656279E2,-1.814768195E0,-6.776216984E0,7.297695160E0
2.228834467E2,-9.588512778E-1,-3.633609295E0,2.131641388E0
2.229012661E2,9.970610738E-1,-7.252849340E-1,-1.989178658E0
2.229190838E2,2.998207092E0,7.929968834E-1,-2.442909241E0
2.229369025E2,4.321109772E0,5.457441807E-1,4.157638550E-1
2.229547211E2,4.388197899E0,1.645607948E-1,1.922786713E0
2.229725402E2,4.087611675E0,7.622190714E-1,7.552137375E-1
2.229903583E2,2.508801937E0,5.991226435E-1,-1.431074142E0
2.230081725E2,3.194779754E-1,-4.711335897E-1,-3.338973045E0
2.230259946E2,-9.369981885E-1,-9.748397470E-1,-4.356574059E0
2.230438159E2,-1.802476645E0,-1.519257665E0,-5.063455582E0
2.230616326E2,-2.093005180E0,-1.613503098E0,-4.990613461E0
2.230794516E2,-1.996772528E0,-1.508449912E0,-4.556688309E0
2.230972708E2,-1.747154236E0,-1.170420647E0,-4.331043720E0
2.231150882E2,-1.437327981E0,-9.848663211E-1,-4.184256554E0
2.231329088E2,-1.090834856E0,-8.136968613E-1,-4.178377628E0
2.231507262E2,-6.631461382E-1,-7.762960196E-1,-3.514794350E0
2.231685448E2,-3.948105872E-2,-6.604498625E-1,-1.628757477E0
2.231863639E2,5.435997248E-1,1.583528519E-1,-8.769903183E-1
2.232041821E2,1.015356421E0,1.354985833E0,-6.523094177E-1
2.232220006E2,1.368515491E0,2.446540356E0,5.437898636E-1
2.232398151E2,1.026549697E0,2.604142904E0,2.293494225E0
2.232576383E2,5.017551780E-1,2.116865635E0,3.617704391E0
2.232754565E2,-9.876032919E-2,1.100790024E0,4.974495888E0
2.232932769E2,-2.656598687E-1,4.571795464E-3,6.264554977E0
2.233110942E2,4.671578109E-2,7.952805758E-1,6.308243752E0
2.233289117E2,4.980195761E-1,3.585967064E0,3.236520767E0
2.233467323E2,8.437913656E-1,3.006755590E0,1.995819092E0
2.233645499E2,3.367162943E-1,-7.746787667E-1,5.651692390E0
2.233823683E2,-9.193217158E-1,-3.381885052E0,7.000093460E0
2.234001874E2,-1.596164465E0,-2.771903992E0,2.636403084E0
2.234180056E2,-1.693694353E0,-1.279635429E0,-1.322993279E0
2.234358256E2,-2.265380144E0,-1.130111456E0,-2.488747120E0
2.234536423E2,-2.266115665E0,-1.618241072E0,-6.607418060E-1
2.234714575E2,-1.962977171E0,-2.093028307E0,3.657932281E-1
2.234892838E2,-1.289083242E0,-2.476489782E0,8.773117065E-1
2.235070990E2,-5.447244048E-1,-2.655496359E0,6.262855530E-1
2.235249074E2,2.839341164E-1,-2.301694632E0,-1.602096558E-1
2.235427365E2,1.186185002E0,-1.363590837E0,-1.506641388E0
2.235605536E2,1.608763456E0,-2.896341085E-1,-3.277596951E0
2.235783748E2,1.244582534E0,1.867004633E-1,-4.884486675E0
2.235961923E2,5.835752487E-1,2.025687695E-1,-5.842416286E0
2.236140111E2,2.987173200E-2,9.203338623E-2,-6.036943436E0
2.236318291E2,-3.066188097E-1,-3.137791157E-2,-5.483695507E0
2.236496528E2,-7.582585216E-1,-3.538414240E-1,-4.584222317E0
2.236674669E2,-1.067241788E0,-5.421547890E-1,-3.950581551E0
2.236852843E2,-1.362359166E0,-7.036559582E-1,-2.501093864E0
2.237031039E2,-1.269966841E0,-2.196909189E-1,-1.074873924E0
2.237209227E2,-9.464853406E-1,7.662248611E-1,2.706012726E-1
2.237387412E2,-5.507079363E-1,1.820766091E0,6.888952255E-1
2.237565602E2,2.067909241E-1,2.740464926E0,1.467600822E0
2.237743736E2,1.436875582E0,3.347801685E0,4.321327209E0
2.237921963E2,1.886928439E0,3.296032906E0,6.615230560E0
2.238100172E2,1.243221998E0,2.533957481E0,6.456166267E0
2.238278334E2,3.640933037E-1,1.552703738E0,5.966491699E0
2.238456542E2,-3.159410059E-1,1.547054052E0,4.083250999E0
2.238634717E2,1.893563867E-1,4.859995842E-1,1.960654259E0
2.238812863E2,1.406774282E0,-1.573013067E0,4.221719742E0
2.238991090E2,3.124634624E-1,-4.844494820E0,5.885865211E0
2.239169274E2,-7.224440575E-3,-4.923489571E0,3.603950500E0
2.239347464E2,1.487705350E0,-2.698074341E0,4.975385666E-1
2.239525649E2,2.726640224E0,-1.278112411E0,-2.083191395E0
2.239703840E2,3.932093859E0,-5.946421623E-2,-2.186383724E0
2.239882017E2,3.810843945E0,1.254816055E-1,-6.001806259E-1
2.240060160E2,2.926904917E0,2.550162077E-1,-3.707504272E-1
2.240238384E2,1.748940468E0,2.638899088E-1,-9.335432053E-1
2.240416595E2,1.858561635E-1,-4.237016439E-1,-1.494674683E0
2.240594724E2,-1.011916876E0,-1.084772468E0,-2.181087017E0
2.240772910E2,-1.593353987E0,-1.409396052E0,-3.107917309E0
2.240951127E2,-1.535181880E0,-1.254269361E0,-3.762563705E0
2.241129341E2,-1.282127619E0,-1.026349306E0,-4.202270031E0
2.241307482E2,-7.515806556E-1,-8.124556541E-1,-4.693443775E0
2.241485699E2,-5.060592890E-1,-9.002634883E-1,-4.899116516E0
2.241663883E2,-1.323356032E-1,-8.542717099E-1,-5.083971024E0
2.241842072E2,6.825923920E-1,-5.141662359E-1,-4.479765892E0
2.242020255E2,1.265062571E0,-2.038252354E-1,-2.995250225E0
2.242198430E2,1.416522145E0,1.834872961E-1,-1.293518066E0
2.242376641E2,1.435386777E0,1.007765770E0,1.954460144E-1
2.242554821E2,1.067652702E0,1.933419347E0,1.535960197E0
2.242732953E2,6.009238362E-1,2.595203400E0,2.927556992E0
2.242911188E2,-2.113002092E-1,2.288599491E0,3.678297043E0
2.243089374E2,-1.383057952E0,7.659605742E-1,4.068386078E0
2.243267551E2,-1.555459261E0,-2.566441298E-1,4.601317406E0
2.243445758E2,-7.414600849E-1,3.354394436E-2,5.178918839E0
2.243623936E2,-3.774595261E-2,2.239580154E0,4.006108284E0
2.243802119E2,1.640012980E0,5.338231087E0,9.696683884E-1
2.243980305E2,1.366848588E0,2.772325993E0,2.950076103E0
2.244158484E2,-3.972994983E-1,-2.047660589E0,6.049750328E0
2.244336691E2,-2.186003685E0,-4.052277565E0,6.016530991E0
2.244514865E2,-3.549747467E0,-3.782380581E0,1.357042313E0
2.244693004E2,-3.266528130E0,-2.420917749E0,-1.036308289E0
2.244871234E2,-3.110532522E0,-2.235820532E0,-1.386704445E0
2.245049425E2,-2.619302034E0,-2.674930096E0,2.628297806E-1
2.245227609E2,-1.607989430E0,-2.752621412E0,1.540962219E0
2.245405748E2,-4.519270658E-1,-2.496655941E0,1.800588608E0
2.245583992E2,3.503750563E-1,-1.990620732E0,4.461526871E-1
2.245762152E2,1.095949411E0,-1.195731401E0,-1.143259048E0
2.245940353E2,1.663198233E0,-1.560604572E-1,-3.070274830E0
2.246118530E2,1.567695737E0,5.145978928E-1,-4.562756062E0
2.246296688E2,4.577226639E-1,1.580356359E-1,-5.921479225E0
2.246474911E2,-1.324317157E-1,-6.404566765E-2,-6.046770096E0
2.246653051E2,-6.614144444E-1,-4.240945578E-1,-5.922724247E0
2.246831288E2,-1.063105464E0,-7.006444931E-1,-5.395332336E0
2.247009467E2,-1.282082796E0,-8.365799189E-1,-4.673888683E0
2.247187629E2,-1.278926015E0,-5.285717249E-1,-4.206016064E0
2.247365871E2,-1.107260823E0,-9.269595146E-3,-2.474840641E0
2.247544033E2,-1.122689724E0,5.519829988E-1,-9.272651672E-1
2.247722213E2,-5.427737236E-1,1.353303790E0,4.409255981E-1
2.247900402E2,1.351260543E-1,1.873505354E0,2.714617729E0
2.248078576E2,8.581229448E-1,2.304042816E0,4.835692406E0
2.248256788E2,1.345867157E0,2.271991730E0,5.971602440E0
2.248434957E2,1.339009285E0,2.027609825E0,6.137631416E0
2.248613019E2,6.650978923E-1,1.528263569E0,5.112417221E0
2.248791348E2,-1.039918661E-1,1.125180721E0,4.614039421E0
2.248969523E2,-1.225011349E-1,2.169442654E0,2.149990082E0
2.249147701E2,1.112757444E0,1.735549331E0,1.722259521E-1
2.249325890E2,1.284895062E0,-2.126097918E0,3.838742256E0
2.249504076E2,-3.084374666E-1,-6.230438232E0,7.364227295E0
2.249682267E2,-4.866274595E-1,-5.786661148E0,4.083171844E0
2.249860447E2,1.283526897E0,-2.452502966E0,-5.061101913E-1
2.250038625E2,3.082033157E0,1.131560802E-1,-2.980910778E0
2.250216832E2,3.902733326E0,1.073343039E0,-1.659412384E0
2.250394965E2,3.693074703E0,8.687286377E-1,7.292747498E-3
2.250573143E2,2.411951303E0,4.132906199E-1,-5.825805664E-2
2.250751325E2,7.768272758E-1,-9.688496590E-2,-8.983278275E-1
2.250929562E2,-4.541320205E-1,-5.608637333E-1,-1.568359375E0
2.251107767E2,-1.343464375E0,-9.034028053E-1,-2.520553589E0
2.251285936E2,-1.954093099E0,-1.199090719E0,-3.490207195E0
2.251464125E2,-1.983386993E0,-1.190100074E0,-4.099504471E0
2.251642328E2,-1.418460488E0,-7.905697823E-1,-4.329378128E0
2.251820497E2,-8.457514048E-1,-3.462659121E-1,-4.222765446E0
2.251998670E2,-9.806926250E-1,-7.053731680E-1,-4.466532230E0
2.252176879E2,-9.154383540E-1,-9.692618251E-1,-4.354221821E0
2.252355056E2,-3.008542061E-1,-8.442679048E-1,-4.133213520E0
2.252533202E2,8.835876584E-1,1.524541378E-1,-2.888790131E0
2.252711424E2,1.326678276E0,8.885332346E-1,-1.231333733E0
2.252889613E2,1.054603100E0,1.280253410E0,1.325092316E-1
2.253067751E2,4.368029833E-1,1.237712145E0,1.394963264E0
2.253245985E2,2.255961001E-1,1.362020254E0,2.225447655E0
2.253424166E2,-6.265307218E-2,9.259731770E-1,2.962122917E0
2.253602358E2,-4.695220664E-2,3.859384060E-1,3.911440849E0
2.253780542E2,4.939508438E-1,2.332218885E-1,4.943603516E0
2.253958721E2,1.217134237E0,7.999650240E-1,6.217129707E0
2.254136924E2,1.561760426E0,3.932551861E0,4.754556656E0
2.254315101E2,1.166501641E0,4.906970978E0,3.392181396E-1
2.254493251E2,1.044885665E-1,1.662122250E0,2.013024330E0
2.254671474E2,-1.529563308E0,-3.069050074E0,5.624112129E0
2.254849657E2,-2.697457790E0,-5.259177208E0,5.536366463E0
2.255027842E2,-2.736393929E0,-4.048399448E0,1.096495628E0
2.255206032E2,-2.125105858E0,-2.586336136E0,-1.166234016E0
2.255384101E2,-1.711678147E0,-1.914957881E0,-1.309761047E0
2.255562398E2,-7.762728333E-1,-1.369188547E0,4.642009735E-2
2.255740586E2,6.634891033E-1,-8.382022381E-1,1.045567513E0
2.255918767E2,1.475917578E0,-1.048320055E0,1.494959831E0
2.256096923E2,1.754289389E0,-1.286941648E0,7.577886581E-1
2.256275131E2,1.776649356E0,-9.259122610E-1,-1.127611160E0
2.256453304E2,1.548956275E0,-2.292653322E-1,-3.018015385E0
2.256631520E2,9.704219699E-1,2.285680771E-1,-4.775633335E0
2.256809709E2,3.394060135E-1,3.409886360E-1,-5.984189987E0
2.256987886E2,-2.833514512E-1,9.385204315E-2,-5.991587639E0
2.257166078E2,-6.443703175E-1,-1.971104145E-1,-5.815335274E0
2.257344261E2,-8.004962802E-1,-4.918311834E-1,-5.294977665E0
2.257522452E2,-7.258040309E-1,-4.656873941E-1,-4.318335533E0
2.257700632E2,-7.789427638E-1,-5.726872683E-1,-2.124910355E0
2.257878809E2,-8.950761557E-1,-4.288288355E-1,-2.115335464E-1
2.258057016E2,-5.204874277E-1,7.379231453E-1,1.723880768E-1
2.258235194E2,-5.771985650E-2,2.156847477E0,-2.803001404E-1
2.258413326E2,4.606106281E-1,2.919825792E0,6.724815369E-1
2.258591549E2,9.442205429E-1,2.654191017E0,2.769601822E0
2.258769761E2,1.476658583E0,2.339888811E0,4.540856361E0
2.258947936E2,2.150646210E0,2.246633291E0,5.861602783E0
2.259126119E2,1.744620800E0,1.635430813E0,5.995297432E0
2.259304308E2,7.618300915E-1,2.001298428E0,4.667775154E0
2.259482492E2,1.106182456E0,1.906049490E0,2.453809738E0
2.259660682E2,1.610319376E0,-4.373793006E-1,3.379827499E0
2.259838876E2,2.442272902E-1,-4.481210709E0,6.661162376E0
2.260017040E2,-1.469433069E0,-6.220860004E0,5.370519638E0
2.260195189E2,-3.690313101E-1,-3.518871069E0,1.374742508E0
2.260373476E2,1.079058170E0,-1.724860430E0,-2.262914181E0
2.260551595E2,2.882085323E0,-4.764313698E-1,-2.984756470E0
2.260729756E2,3.943843126E0,-1.974900961E-1,-5.968542099E-1
2.260907977E2,3.773637533E0,-4.860816002E-1,9.364795685E-1
2.261086168E2,3.569626331E0,3.595225811E-1,8.769369125E-1
2.261264347E2,2.235116959E0,4.920634031E-1,-5.272817612E-1
2.261442537E2,1.695934236E-1,-4.211528301E-1,-1.769672871E0
2.261620712E2,-9.262021780E-1,-7.338769436E-1,-2.732140541E0
2.261798923E2,-1.560457587E0,-9.147182107E-1,-3.677624226E0
2.261977087E2,-1.594811916E0,-8.533436060E-1,-3.887552738E0
2.262155281E2,-1.507886648E0,-8.541863561E-1,-3.780182838E0
2.262333474E2,-1.326045632E0,-8.689088225E-1,-3.639462948E0
2.262511654E2,-1.325935721E0,-9.895452261E-1,-4.073767662E0
2.262689835E2,-1.044024706E0,-8.459326625E-1,-4.416218758E0
2.262868026E2,-4.061853886E-1,-3.581492901E-1,-4.386932373E0
2.263046161E2,4.238153100E-1,3.051671982E-1,-3.918015957E0
2.263224413E2,1.098949075E0,1.075993061E0,-2.263974667E0
2.263402575E2,1.493813872E0,1.754029512E0,-5.435619354E-1
2.263580752E2,1.443140626E0,2.263311386E0,8.641042709E-1
2.263758967E2,1.056066632E0,2.363891602E0,2.420979500E0
2.263937129E2,1.541371047E-1,1.632757068E0,3.749577522E0
2.264115333E2,-1.051565409E0,4.835116863E-2,4.863120079E0
2.264293470E2,-7.345076799E-1,-3.628883362E-1,5.872670174E0
2.264471696E2,-2.219112068E-1,1.012132168E0,5.649003983E0
2.264649884E2,-1.859903634E-1,3.140123844E0,2.575853348E0
2.264827948E2,-5.022071302E-3,1.991196275E0,2.052254677E0
2.265006251E2,1.140105277E-1,-1.402583361E0,5.666981697E0
2.265184440E2,-8.055596948E-1,-3.619537830E0,6.804608345E0
2.265362630E2,-1.744003296E0,-3.072592735E0,2.189670563E0
2.265540808E2,-1.808516264E0,-1.562284231E0,-1.500085831E0
2.265718995E2,-2.192026377E0,-1.109172940E0,-3.202812672E0
2.265897181E2,-2.149737597E0,-1.350778461E0,-2.126353264E0
2.266075324E2,-1.813453197E0,-1.957868576E0,-3.979511261E-1
2.266253539E2,-1.326991081E0,-2.651772022E0,8.717651367E-1
2.266431751E2,-2.729139328E-1,-2.578410149E0,1.360845566E0
2.266609923E2,6.990665793E-1,-1.991776586E0,9.451208115E-1
2.266788113E2,1.363882780E0,-1.226239085E0,-7.901287079E-2
2.266966290E2,1.779628992E0,-1.034371853E-1,-1.755547047E0
2.267144482E2,1.540561914E0,6.600890160E-1,-3.536547661E0
2.267322675E2,8.097280264E-1,7.307587862E-1,-4.871525288E0
2.267500856E2,2.421832383E-1,4.308229685E-1,-5.284165859E0
2.267679036E2,-2.651509643E-1,7.018649578E-2,-4.918236256E0
2.267857201E2,-6.788440943E-1,-2.901563644E-1,-4.434469223E0
2.268035409E2,-1.182728529E0,-5.761497617E-1,-3.771941662E0
2.268213595E2,-1.448088765E0,-3.679813147E-1,-3.414096832E0
2.268391730E2,-1.311725378E0,1.335847378E-1,-2.555427551E0
2.268569957E2,-1.093328953E0,9.187626839E-1,-1.727562904E0
2.268748167E2,-4.707815051E-1,1.806145906E0,-4.212512970E-1
2.268926340E2,1.423076987E-1,1.933455229E0,2.167172432E0
2.269104520E2,8.939020634E-1,2.033566952E0,4.874006271E0
2.269282670E2,1.358568549E0,2.208261490E0,6.723851204E0
2.269460938E2,9.804365635E-1,2.163793564E0,5.509702682E0
2.269639084E2,6.588084698E-1,1.888377309E0,4.453505516E0
2.269817262E2,-3.270286918E-1,1.861765504E0,3.482268333E0
2.269995404E2,-1.593911648E-2,1.036165118E0,1.150156975E0
2.270173638E2,2.195029020E0,-3.511513472E-1,3.103456497E0
2.270351864E2,1.809171081E0,-4.069585323E0,7.096457481E0
2.270529970E2,-1.260089874E-2,-5.870307922E0,6.396566391E0
2.270708150E2,7.863776684E-1,-2.941961288E0,1.476705551E0
2.270886377E2,1.955215096E0,-5.304156542E-1,-2.299893379E0
2.271064568E2,2.913379431E0,5.561053753E-1,-3.308783054E0
2.271242762E2,3.624065876E0,5.863082409E-1,-1.162263870E0
2.271420936E2,3.244296312E0,1.098203659E-2,7.610836029E-1
2.271599109E2,2.637800694E0,1.406751871E-1,1.038602829E0
2.271777322E2,1.365322590E0,-1.318529844E-1,-5.583667755E-2
2.271955490E2,9.130454063E-2,-6.877702475E-1,-1.141213417E0
2.272133681E2,-6.606035233E-1,-1.076670170E0,-1.862703323E0
2.272311861E2,-1.296538591E0,-1.382658124E0,-2.898024082E0
2.272490053E2,-1.598417401E0,-1.349807739E0,-4.011866570E0
2.272668240E2,-1.509795308E0,-1.167226315E0,-4.560262203E0
2.272846411E2,-1.528321028E0,-1.151421785E0,-4.904291630E0
2.273024606E2,-1.699816942E0,-1.288479209E0,-5.113630295E0
2.273202828E2,-1.759770393E0,-1.362554789E0,-5.584171772E0
2.273380975E2,-1.367492795E0,-9.824516177E-1,-5.240069389E0
2.273559164E2,-7.156988978E-1,-3.022367954E-1,-4.272294998E0
2.273737349E2,5.623251200E-2,4.467494488E-1,-2.452195168E0
2.273915537E2,7.874606252E-1,1.183388948E0,-7.735061646E-2
2.274093717E2,1.007556915E0,1.400096774E0,2.285171509E0
2.274271905E2,1.165822029E0,1.732824922E0,3.960086823E0
2.274450096E2,8.831995726E-1,1.714017749E0,4.612210274E0
2.274628273E2,4.875508547E-1,1.356693029E0,5.106779099E0
2.274806456E2,3.891837001E-1,8.789093494E-1,5.762009621E0
2.274984644E2,5.555427074E-1,2.324467421E0,5.220571518E0
2.275162858E2,6.977245212E-2,4.237942219E0,1.874479294E0
2.275340989E2,2.391085923E-1,2.807497025E0,1.200070381E0
2.275519230E2,2.395146340E-1,-8.410295248E-1,5.028366089E0
2.275697388E2,-5.263812542E-1,-3.502389908E0,7.966093063E0
2.275875575E2,-1.460396290E0,-3.211905003E0,3.845358849E0
2.276053715E2,-1.650568485E0,-1.482160091E0,-7.590923309E-1
2.276231941E2,-2.342329264E0,-9.896681309E-1,-2.875974178E0
2.276410131E2,-2.540332079E0,-1.304381967E0,-2.219215393E0
2.276588304E2,-2.066359758E0,-1.882274747E0,-3.200988770E-1
2.276766512E2,-1.258382201E0,-2.218237877E0,7.189121246E-1
2.276944683E2,-5.198706985E-1,-2.487435818E0,1.180397034E0
2.277122834E2,-5.875647068E-3,-2.414836884E0,4.766244888E-1
2.277301055E2,5.859266520E-1,-1.701446295E0,-1.105318069E0
2.277479245E2,1.092094779E0,-7.649852633E-1,-2.584968567E0
2.277657425E2,1.207308531E0,1.826114655E-1,-3.980851650E0
2.277835613E2,9.265898466E-1,6.893291473E-1,-5.033903599E0
2.278013800E2,1.212106347E-1,4.182965755E-1,-5.538043022E0
2.278191984E2,-3.084501326E-1,2.388808727E-1,-5.455849171E0
2.278370167E2,-8.003808260E-1,-8.891379833E-2,-5.288761616E0
2.278548344E2,-1.275874734E0,-5.244165659E-1,-4.346939564E0
2.278726553E2,-1.213102102E0,-5.151304007E-1,-2.846540928E0
2.278904728E2,-1.272405982E0,-4.357253313E-1,-1.018714905E0
2.279082867E2,-1.177373171E0,-4.261970520E-2,6.260871887E-1
2.279261085E2,-7.042885423E-1,8.503291607E-1,1.385819435E0
2.279439295E2,-6.295716763E-2,1.752246618E0,1.700001717E0
2.279617472E2,7.569203377E-1,2.303682327E0,2.741579056E0
2.279795604E2,1.529442072E0,2.773347855E0,3.862747192E0
